#,プロジェクト,トラッカー,親チケット,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,進捗率,作成日,終了日,関連するチケット,Resolution,Affected version,説明
26085,Redmine,Defect,NA,Needs feedback,Normal,Subtasks are not assigning to correct parent,Mark Wintch,NA,2017-06-01T21:45:00Z,Issues,NA,NA,NA,NA,0,2017-06-01T17:28:00Z,NA,NA,NA,3.3.0,"To replicate the issue one needs to:
* 1. Create a level 1 issue.  This will be the parent of all other issues.  Let's call it Issue #100
* 2. Then create any number greater than 1 subtasks of that parent.  We will create five and say they are issue ID's 110, 120, 130, 140, and 150.
* 3. Now under issue ID create a subtask with issue ID 111.  That will work fine.
* Here comes the problem:
* 4. Move 111 to 150 and it will be abandoned.
* 5. Move 111 to 140 and it will say 140 is the parent, but it will actually be placed under 150.

Looking at the issues table in SQL the problem seems to be that the lft and rgt fields do not increment when adding the new subtask to a new parent that did not have tasks previously.  So, the new task fails over to the next available range of lft rgt bounds.  If there is no parent to that range then the issue is orphaned, otherwise it assigns the issue to the next range available, but not the one that the user desires even though the application will say the tasks is a child of the correct parent.

---

Our current workaround is as follows using the example from above:
Edit issue 140 or 150 whichever you are working with as follows.  Remove the parent of 100 and set it to blank and save. Then edit issue 111 so that it has no parent and save it.  Go back to issue 140 or 150 and set the parent to 100 and save it.  Then go to issue 111 and assign to either 140 or 150 and it will now work. 

<pre>
Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.1.8-p440 (2015-12-16) [x64-mingw32]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               SQLServer
SCM:
  Filesystem
Redmine plugins:
  redmine_agile                  1.4.1
</pre>
"
26087,Redmine,Defect,NA,New,Normal,<pre></pre> with included URL is displayed wrongly,Bernhard Donaubauer,NA,2017-06-02T08:09:00Z,NA,NA,NA,NA,NA,0,2017-06-02T07:59:00Z,NA,NA,NA,3.3.1,"
If I enter this textile line 

<pre>svn co https://intra.bayerwald-fenster.de/svn/intra/yucatan_conturex_anbindung/trunk conturex</pre>

in the wiki it is displayed as

svn co <a class=""external"" href=""https://intra.bayerwald-fenster.de/svn/intra/yucatan_conturex_anbindung/trunk"">https://intra.bayerwald-fenster.de/svn/intra/yucatan_conturex_anbindung/trunk</a> conturex

on the resulting page.

BTW: If i enter a space before the <pre> tag it is displayed as intended."
26089,Redmine,Defect,NA,Closed,Normal,Plugin Issue,Kashif Mukhtar,NA,2017-06-02T13:48:00Z,NA,NA,NA,NA,NA,0,2017-06-02T13:20:00Z,2017-06-02T13:48:00Z,NA,Invalid,NA,"I have installed redmine_timesheet_plugins for managing issues time of users.I have getting internal server error 500 while downloading csv.I am downloading all previous month csv's but getting error on downloading last month May CSV.When i download csv its redirect me internal server 500 error.Can you suggest me the solution.Its bit urgent.

"
26090,Redmine,Defect,NA,New,Normal,Some small issues found during review of r16029 for #24407.,Mischa The Evil,Mischa The Evil,2017-06-25T11:09:00Z,Translations,3.4.1,NA,NA,NA,0,2017-06-02T15:31:00Z,NA,関連している #24407,NA,NA,"I started a review of r16029 for ? great ? issue #24407 some time ago and found some small issues, which I noted (using old-style pencil and paper). I wasn't able to complete this review and post my findings properly though.

I will complete the review and post my findings (have to look-up that piece of paper) before version#119 gets released (the version which will include the changes from r16029). Meanwhile I post this issue as a placeholder and personal reminder."
26091,Redmine,Patch,NA,New,Normal,Allow to filter by any visible version on the global issues view,Holger Just,NA,2017-06-26T14:46:00Z,Issues filter,Unplanned,NA,NA,NA,0,2017-06-02T17:52:00Z,NA,NA,NA,NA,"Currently, the global issues view only allows to filter by system-shared versions but not e.g. for versions shared to some projects or not stared at all.

Since the global issue view is often used as a quick filter to check what is happening in all projects, filtering by any visible version would allow to drill down from there instead of having to first select the correct parent project and then starting the filter there. Also, with saved shared queries, a common starting point is the global issue view instead of individual projects.

The attached patch removes the restriction to only allow filtering by system-shared versions. Instead, it allows filtering by any version visible to the current user."
26098,Redmine,Defect,NA,Closed,Low,Can not save with vietnamese character,Ky Nguyen,NA,2017-06-06T07:20:00Z,Issues,NA,NA,NA,NA,0,2017-06-06T06:36:00Z,2017-06-06T07:20:00Z,NA,Invalid,NA,"- I can not save issues, project, comment... with vietnamese character"
26104,Redmine,Patch,NA,New,Normal,Quick jump to issue only if searching for issues,Holger Just,NA,2017-06-25T17:03:00Z,Search engine,Candidate for next minor release,NA,NA,NA,0,2017-06-06T15:31:00Z,NA,NA,NA,NA,"Previously, we would always jump to the issue if a user searches for a, number which exists as an issue ID, regardless where the user searches. That made it impossible to search for e.g. prefixes of phone numbers in wiki pages.

With the attached patch, we are only jumping to the matching issue if we are searching for issues. This results in a behavior change for the quick search box in the the wiki and other areas. Previously, we would also jump to an issue there. Now, we just search in the wiki for the number.

The quick search bar in issues as well as the global search for all objects is unaffected by this change."
26122,Redmine,Patch,NA,New,Normal,Implementation of visible conditions with inner join instead of subselect,Pavel Rosick?,NA,2017-06-09T08:57:00Z,Performance,NA,NA,NA,NA,0,2017-06-07T22:51:00Z,NA,NA,NA,NA,"The change from #21608 should be reverted because it's a speed regression:

1/ current version
<pre>EXISTS (SELECT 1 AS one FROM enabled_modules em WHERE em.project_id = projects.id AND em. NAME = 'issue_tracking')</pre>

2/ previous version (actually faster even without an index on enabled modules)
<pre>projects.id IN (SELECT project_id FROM enabled_modules em WHERE em.project_id = projects.id AND em. NAME = 'issue_tracking'</pre>

3/ fastest version (in some cases better indexes were used)
<pre>INNER JOIN `enabled_modules` ON `enabled_modules`.`project_id` = `projects`.`id` WHERE `enabled_modules`.`name` = 'issue_tracking'</pre> or
<pre>INNER JOIN `enabled_modules` ON `enabled_modules`.`project_id` = `projects`.`id` AND `enabled_modules`.`name` = 'issue_tracking'</pre>

Patches:
* revert of #21608, because the previous version was faster (about 30%)
* new index ""enabled_modules_name"", but it's not very helpful unless you have many projects (3000+)
* implementation of visible conditions with inner join instead of subselect, it passes all tests, but it should be refactored. I want to know what do you think about it first

<pre>
Rails version             4.2.8
Ruby version              2.1.9-p490 (x64-mingw32)
RubyGems version          2.6.12
Rack version              1.6.8
Middleware                Rack::Sendfile, Rack::ContentLength, ActionDispatch::Static, Rack::Lock, #<ActiveSupport::Cache::Strategy::LocalCache::Middleware:0x00000007745610>, Rack::Runtime, Rack::MethodOverride, ActionDispatch::RequestId, Rails::Rack::Logger, ActionDispatch::ShowExceptions, ActionDispatch::DebugExceptions, ActionDispatch::RemoteIp, ActionDispatch::Reloader, ActionDispatch::Callbacks, ActiveRecord::ConnectionAdapters::ConnectionManagement, ActiveRecord::QueryCache, ActionDispatch::Cookies, ActionDispatch::Session::CookieStore, ActionDispatch::Flash, ActionDispatch::ParamsParser, ActionDispatch::XmlParamsParser, Rack::Head, Rack::ConditionalGet, Rack::ETag, RequestStore::Middleware, OpenIdAuthentication
Environment               development
Database adapter          mysql2
Database schema version   20170607051650
</pre>"
26124,Redmine,Defect,NA,Closed,Normal,Error 404 when trying to download issue-attached file with url-encoded link,Andrey Iskousnykh,NA,2017-06-08T19:10:00Z,NA,NA,NA,NA,NA,0,2017-06-08T17:53:00Z,2017-06-08T19:10:00Z,NA,Invalid,3.3.0,"Issue appears when I try to download file, that is attached to issue and which name contains non-latin chars (russian letters). Somehow file name become corrupted during get request.
Here log parts:
Upload request (OK)
<pre>
Started POST ""/redmine/uploads.js?attachment_id=1&filename=Scan10001%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpg&content_type=image%2Fjpeg"" for 127.0.0.1 at 2017-06-07 18:02:43 +0300
Processing by AttachmentsController#upload as JS
  Parameters: {""attachment_id""=>""1"", ""filename""=>""Scan10001 ? копия.jpg"", ""content_type""=>""image/jpeg""}
  Current user: NK (id=3)
Saving attachment 'C:/BitNami/redmine-3.3.0-1/apps/redmine/htdocs/files/2017/06/170607180244_6da4361f84cca44f87c91e3fe3171a32.jpg' (966578 bytes)
  Rendered attachments/upload.js.erb (0.0ms)
Completed 200 OK in 129ms (Views: 0.0ms | ActiveRecord: 80.0ms)
</pre>
File and db-record are both fine.
Failed download request:
<pre>
Started GET ""/redmine/attachments/download/1452/Scan10001%20‥94%20копия.jpg"" for 127.0.0.1 at 2017-06-07 18:02:51 +0300
Processing by AttachmentsController#download as HTML
  Parameters: {""id""=>""1452"", ""filename""=>""Scan10001 \xE2\x80\x94 \xD0\xBA\xD0\xBE\xD0\xBF\xD0\xB8\xD1\x8F.jpg""}
  Current user: NK (id=3)
  Rendered common/error.html.erb within layouts/base (0.0ms)
Filter chain halted as :find_attachment rendered or redirected
Completed 404 Not Found in 47ms (Views: 15.6ms | ActiveRecord: 15.6ms)
</pre>
Even log record is corrupted, printscreen of notepad++ attached (unprintable chars present):
!prntscr1.PNG!

HTML-anchor in issue looks fine.

My environment:
Redmine is installed using @Bitnami Redmine Stack@.
<pre>
Environment:
  Redmine version                3.3.0.stable
  Ruby version                   2.1.8-p440 (2015-12-16) [i386-mingw32]
  Rails version                  4.2.6
  Environment                    production
  Database adapter               Mysql2
</pre>"
26125,Redmine,Patch,NA,Closed,Normal,Unify form#query_form on calendar/gantt views with issues/spent time views,Mischa The Evil,Jean-Philippe Lang,2017-06-25T17:17:00Z,UI,3.5.0,NA,NA,NA,0,2017-06-09T00:05:00Z,2017-06-25T17:17:00Z,NA,NA,NA,"I noticed a difference between the rendering of the query filter forms on the issues & spent time views and the query filter forms on the calendar and gantt views. I fixed it with the following changes:
* *1. Fix HTML structure of form#query_form on calendar/gantt views.*
This unifies the HTML structure of the query form on the calendars/show
and gantts/show views to be the same as it is currently for the issues
and spent time views, which were themself unified into the new
queries/_query_form partial in r15649.
* *2. Fix source indentation and newline usage.*
This unifies the source layout of the query form on the calendars/show
and the gantts/show views with the queries/_query_form partial.
* *3. Unify form#query_form structure on calendar/gantt views.*
This:
** moves the p with inline style on the calendar view (which
wraps the navigation buttons) out of div#query_form_content
and adds the contextual class to the element to unify this
with the gantt view (and to remove the inline style from
the element now that it's styled through a stylesheets'
style [.contextual in fact]);
** restores the 12px font-size of the calendar navigation
buttons;
** increases the font-size of the gantt zoom buttons to 12px;
** increases the margin of the calendar navigation and gantt
zoom buttons to 12px 0px.
* *4. Add test assertions to the four controller test cases.*

To make the changes a bit more visual, here some ASCII and image graphics:

|_.view    |_.was       |_.becomes   |
|issues    |<pre>  form#query_form
    inputs
    div#query_form_with_buttons.hide-when-print
      div#query_form_content
        fieldset#filters.collapsible
        fieldset#options
      p.buttons</pre> |<pre>  form#query_form
    inputs
    div#query_form_with_buttons.hide-when-print
      div#query_form_content
        fieldset#filters.collapsible
        fieldset#options
      p.buttons</pre> |
|          |!issues-current.png!       |!issues-fixed.png!      |
|spenttime |<pre>  form#query_form
    inputs
    div#query_form_with_buttons.hide-when-print
      div#query_form_content
        fieldset#filters.collapsible
        fieldset#options
      p.buttons</pre> |<pre>  form#query_form
    inputs
    div#query_form_with_buttons.hide-when-print
      div#query_form_content
        fieldset#filters.collapsible
        fieldset#options
      p.buttons</pre> |
|          |!spenttime-current.png!       |!spenttime-fixed.png!       |
|calendar  |<pre>  form#query_form
    inputs
    fieldset#filters.collapsible
    p(inlineStyles)
    p.buttons</pre> |<pre>  form#query_form
    inputs
    div#query_form_with_buttons.hide-when-print
      div#query_form_content
        fieldset#filters.collapsible
      p.contextual
      p.buttons</pre> |
|          |!calendar-current.png!       |!calendar-fixed.png!       |
|gantt     |<pre>  form#query_form
    inputs
    fieldset#filters.collapsible
    fieldset#options
    p.contextual
    p.buttons</pre> |<pre>  form#query_form
    inputs
    div#query_form_with_buttons.hide-when-print
      div#query_form_content
        fieldset#filters.collapsible
        fieldset#options
      p.contextual
      p.buttons</pre> |
|          |!gantt-current.png!    |!gantt-fixed.png!       |

I'll attach four patches implementing these changes. This patch serial, against current source:/trunk@16643, is produced using @git format-patch@ which makes the individual patches apply-able using ""@patch -p1 < 0001-...@"".

Environment:
<pre>
Environment:
  Redmine version                3.3.3.devel@r16643
  Ruby version                   2.3.3-p222 (2016-11-21) [x86_64-linux]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.8
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>
"
26129,Redmine,Defect,NA,Closed,Normal,"Email notification function problem,",James Lai,NA,2017-06-09T14:44:00Z,Email notifications,NA,NA,NA,NA,0,2017-06-09T12:26:00Z,2017-06-09T14:43:00Z,NA,Duplicate,NA,"We came across  a problem during the using of Redmine : mail notification can't be triggered in two Issues of one Project, but we got mail notification before, and there is no similiar situation in other Issues. We want to know, is this a bug in Redmine? BTW, the fuction went normal after we copy the Issues into a new one, but the original Issues still got this problem. Please help to check it,thanks!

Environment:
  Redmine version                3.3.2.stable
  Ruby version                   2.3.2-p217 (2016-11-15) [x86_64-linux]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.7.14
  Git                            1.8.3.1
  Filesystem                     
Redmine plugins:
  _query                         0.0.2
  clipboard_image_paste          1.10
  easy_wbs                       2016-0.0
  redmine_agile                  1.4.2
  redmine_ckeditor               1.1.4
  redmine_contacts               4.0.6
  redmine_custom_workflows       0.1.6
  redmine_dashboard              2.7.1
  redmine_dmsf                   1.5.8
  redmine_favorite_projects      2.0.3
  redmine_knowledgebase          3.2.1"
26130,Redmine,Patch,NA,Closed,Normal,"Refactor ""multiple_values_detail"" struct creation",Thomas L?ber,Jean-Philippe Lang,2017-06-26T05:55:00Z,Code cleanup/refactoring,3.5.0,NA,NA,NA,0,2017-06-09T14:42:00Z,2017-06-25T21:24:00Z,NA,NA,NA,"Hi,

In the ""IssuesHelper#details_to_strings"":/projects/redmine/repository/entry/trunk/app/helpers/issues_helper.rb method (source:trunk/app/helpers/issues_helper.rb@16387#L373) a new class (Struct) is created each time the method is called:

<pre><code class=""ruby"">
  multiple_values_detail = Struct.new(:property, :prop_key, :custom_field, :old_value, :value)
</code></pre>

Although classes are garbage collected in recent Ruby versions, it might be better to use a constant definition outside the method, like:

<pre><code class=""ruby"">
  MultipleValuesDetail = Struct.new(:property, :prop_key, :custom_field, :old_value, :value)
</code></pre>

Regards,
Thomas"
26132,Redmine,Defect,NA,Closed,Normal,Redmine site cannot be displayed in an iframe,CM Gui,NA,2017-06-10T07:16:00Z,Administration,NA,NA,NA,NA,0,2017-06-09T20:52:00Z,2017-06-10T07:04:00Z,NA,Invalid,3.3.0,"We used to be able to display our Redmine site in an iframe.    But after upgrading to 3.3.0 last September, we are unable to display our site in an iframe.   We get this error from the browser: ""To help protect the security of information you enter into this website, the publisher of this content does not allow it to be displayed in a frame.""
Is there any way we can make our Redmine site display in an iframe again?
Thank you very much.
"
26136,Redmine,Patch,NA,Closed,Normal,Japanese translation update (r16538),Go MAEDA,NA,2017-06-12T06:01:00Z,Translations,NA,NA,NA,NA,0,2017-06-12T02:32:00Z,2017-06-12T06:01:00Z,NA,NA,NA,Translated setting_show_custom_fields_on_registration introduced in r16538.
26139,Redmine,Patch,NA,Reopened,Normal,Follow Gemfile's plugin loader as #24007,Sho HASHIMOTO,Jean-Philippe Lang,2017-06-18T13:57:00Z,Plugin API,NA,NA,NA,NA,0,2017-06-12T11:31:00Z,2017-06-17T09:31:00Z,"関連している #13927, ブロックしている #24007",NA,NA,Plugin's Gemfile can't settable from Redmine::Plugin.directory yet.
26145,Redmine,Defect,NA,Closed,Normal,Don't redirect anonymous users to the login form for disabled modules,Adam Clark,Jean-Philippe Lang,2017-06-26T23:09:00Z,Permissions and roles,3.5.0,NA,NA,NA,0,2017-06-12T23:41:00Z,2017-06-26T23:09:00Z,NA,Fixed,2.5.2,"The use case is that a project enables a module (the Files module is the one we encountered) but later turns it off. If there are stray links to that URL, these generate a 403 error, which for anonymous users redirects to the login/registration page.

In our case, we had projects that served files publicly, then moved these to another location and turned off the Files module. The result is we now get a lot of spurious registration requests from users who are trying to download these files, because to the user it looks like the site is asking them to register before they can access the files.

I was able to address our immediate problem by patching ApplicationController.authorize to check whether the request is associated with a disabled project module, and redirect to the main project page in that case. I'm not sure how correct this code is (I don't know the Redmine internals all that well) and I know that this doesn't work for some modules (eg. Issues) which apparently operate through some other method. So this code is just for illustration, I guess.

<pre><code>
    def authorize_with_custom(ctrl = params[:controller], action = params[:action], global = false)
      allowed = User.current.allowed_to?({:controller => ctrl, :action => action}, @project || @projects, :global => global)
      if allowed
        true
      else
        if @project
          logger.debug 'Handling auth error for ' + ctrl + '/' + action

          # Figure out whether the permission for this path is handled by a module
          project_module = Redmine::AccessControl.permissions.select {|p| p.actions.include?(ctrl + '/' + action)}.first.try(:project_module)
          logger.debug 'Permission module is ' + project_module.to_s

          # If it is a module, and the module isn't enabled in this project, try to redirect to the main project page
          if project_module && !@project.module_enabled?(project_module)
            can_view_project = User.current.allowed_to?({:controller => :projects, :action => :show}, @project)
            logger.debug 'Can the user view the main project page? ' + can_view_project.to_s
            if can_view_project
              redirect_to project_path(@project)
              return false
            end
          end
        end
        if @project && @project.archived?
          render_403 :message => :notice_not_authorized_archived_project
        else
          deny_access
        end
      end
    end
</code></pre>"
26149,Redmine,Patch,NA,Closed,Normal,Remove duplicate method shell_quote,Jens Kr?mer,Jean-Philippe Lang,2017-06-17T09:43:00Z,Code cleanup/refactoring,3.4.0,NA,NA,NA,0,2017-06-13T08:38:00Z,2017-06-17T09:43:00Z,NA,NA,NA,"There are two identical methods @shell_quote@ declared in @Redmine::Utils::Shell@ and @Redmine::Scm::Adapters::AbstractAdapter@.

This patch removes the duplicate declaration from @AbstractAdapter@ and also extracts a generic @shell_quote_command@ method into @Redmine::Utils::Shell@."
26156,Redmine,Defect,NA,Closed,Normal,Spent time not working correctly with user's zone different from system's time zone,Martin Jungowski,NA,2017-06-13T18:51:00Z,Time tracking,NA,NA,NA,NA,0,2017-06-13T18:19:00Z,2017-06-13T18:51:00Z,次のチケットと重複 #16482,Duplicate,3.3.3,"I've found a weird bug after updating from Redmine 3.1.1 to 3.3.3: time tracking is broken and somehow dependent on individual time zone and language preference.

Our Redmine server is located in central Europe (CEST, or GMT+1), I am located in Texas (CT, or GMT-6). When I set my personal timezone accordingly in ""My account"", time entries under ""spent time"" are not showing up properly anymore. Instead, to see today's time entries I have to select ""yesterday"" from the dropdown menu, and to see this week's time entries I have to select ""last week"". And to make matters worse it somehow also depends on my personal language preference configured under ""My account"" as well:

# time zone GMT+1, language German
** all good; see attached screenshots 1_de_cest_today & 2_de_cest_thisweek. This is what I expect to see regardless of time zone and language.
# time zone GMT-6, language German
** today = yesterday; see 3_de_ct_today & 4_de_ct_yesterday,
** this week = broken, monday is missing and can be found in last week's view; see 5_de_ct_thisweek & 6_de_ct_lastweek
# time zone GMT-6, language English
** today = yesterday, same behavior as in 2
** this week = working, monday showing up as expected, see 7_en_ct_thisweek & 8_en_ct_lastweek

This has only started after the update from Redmine 3.1.1 to 3.3.3 yesterday, it was all working perfectly fine until just yesterday. I also have to add that this happens independent of time and date. The time and date, when those screenshots were taken:

CEST in Europe: 6/13/2017, 6:00pm
CT in Texas: 6/13/2017, 11:00am

I've tried this yesterday as well when it was around 10pm in Europe and 3pm in Texas, and later also when it was 6pm in Texas but already 1am the next day in Europe. Results were the same.

System info:

<pre>
sh: 1: svn: not found
sh: 1: darcs: not found
sh: 1: hg: not found
sh: 1: cvs: not found
sh: 1: bzr: not found
Environment:
  Redmine version                3.3.3.stable
  Ruby version                   2.3.1-p112 (2016-04-26) [x86_64-linux-gnu]
  Rails version                  4.2.7.1
  Environment                    production
  Database adapter               Mysql2
SCM:
  Git                            2.7.4
  Filesystem                     
Redmine plugins:
  localizable                    0.4.0
  projects_table                 0.0.4
  redmine_agile                  1.4.3
  redmine_base_deface            0.0.1
  redmine_base_select2           0.0.1
  redmine_contacts               4.0.2
  redmine_contacts_helpdesk      3.0.7
  redmine_multiprojects_issue    3.3.0
  redmine_theme_changer          0.2.0
  sidebar_hide                   0.0.8
</pre>

I've tested it with all plugins disabled and all themes removed, and it behaved the same. Something seems to be broken somewhere somehow."
26157,Redmine,Patch,NA,Closed,Normal,Render all possible inline textile images,Holger Just,Jean-Philippe Lang,2017-06-17T09:45:00Z,Text formatting,3.4.0,NA,NA,NA,0,2017-06-13T18:58:00Z,2017-06-17T09:45:00Z,NA,NA,NA,"In r15433, Redmine introduced a security measure to restrict embedding images to only those with valid schemes from Textile.

Now, if there are multiple images referenced on a page, with only one of them invalid, Redmine currently doesn't create @<img>@ tags for any of them since it would return from the replacement method too soon.

This patch fixes this behavior in that it still allows to embed all valid images and only refuses to embed the invalid ones by skipping the rest of the current @gsub@ iteration instead of the whole method. The patch was extracted from ""Planio"":https://plan.io/redmine-hosting/"
26180,Redmine,Patch,NA,Closed,Normal,"Change Russian translation for ""Estimated time""",Ivan Ilyukhin,NA,2017-06-23T11:33:00Z,Translations,3.4.0,NA,NA,NA,0,2017-06-16T16:34:00Z,2017-06-22T15:37:00Z,NA,NA,NA,Fix translation for field_total_estimated_hours
26183,Redmine,Defect,NA,Closed,Normal,Use Nokogiri 1.7.2,Go MAEDA,Jean-Philippe Lang,2017-06-25T10:37:00Z,Security,3.2.7,NA,NA,NA,0,2017-06-17T11:45:00Z,2017-06-25T10:37:00Z,関連している #25538,Fixed,3.2.6,"Redmine 3.3-stable / 3.2-stable uses Nokogiri 1.6.8 but version from 1.6.8 from 1.7.1 has some security issues (see https://github.com/sparklemotion/nokogiri/blob/master/CHANGELOG.md for details).

Fixed in 1.7.2:

* CVE-2017-5029
* CVE-2016-4738

Fixed in 1.7.1:

* CVE-2016-4658
* CVE-2016-5131

We should use Nokogiri >= 1.7.2 but unfortunately it requires Ruby >= 2.1.0 (see r16167). The attached patch uses Nokogiri ~> 1.7.2 if RUBY_VERSION >= 2.1.0.

I received this report from ""Sho Hashimoto"":/users/284508."
26184,Redmine,Defect,NA,New,Urgent,how can i add my wiki page option in dropdown list of personalize this page as my page on redmine 3,sachin banugariya,NA,2017-06-17T13:12:00Z,Wiki,NA,NA,NA,NA,0,2017-06-17T13:12:00Z,NA,NA,NA,3.1.0,"hello,
i want to add my specific project wiki page as my redmine home page with dropdown option with that wiki name.

or if not possible in dropdown list then also ok i directly get on my home/my page of redmine with other redmine home page block.

thanks."
26187,Redmine,Patch,NA,Closed,Normal,Japanese translation update (label_no_preview_alternative_html),Go MAEDA,NA,2017-06-19T07:40:00Z,Translations,NA,NA,NA,NA,0,2017-06-18T09:07:00Z,2017-06-19T07:40:00Z,NA,NA,NA,Translated @label_no_preview_alternative_html@ added in r16673 (#26035).
26188,Redmine,Patch,NA,Closed,Normal,Documentation (detailed syntax help & code) additions/improvements,Mischa The Evil,Jean-Philippe Lang,2017-06-25T11:08:00Z,Documentation,3.4.0,NA,NA,NA,0,2017-06-18T13:52:00Z,2017-06-25T11:08:00Z,"関連している #4179, 関連している #9600, 関連している #13497, ブロックされている #21375",NA,NA,"Following #21375#note-11, I made four additional (code) documentation changes:

# -Complement external URL documentation.- +posted as #21375#note-11+
# Fix typo in detailed Japanse textile doc. (the closing angle bracket seems superfluous)
# Add user link documentation. (detailed syntax doc; this was still missing from #4179)
# Fix code doc indentation. (in @ApplicationHelper#parse_redmine_links@)
# Add code doc for forum & news links. (in @ApplicationHelper#parse_redmine_links@; this was missing from #9600)

I'll attach the four remaining patches implementing these changes. The patch serial, against current source:/trunk@16676, is produced using @git format-patch@ which makes it apply-able using ""@patch -p1 < 0001-...@"". This serial is a continuation of #21375#note-11 which includes patch 1/5 of this set, making these patches dependent on #21375#note-11 integration.
I'll also change the respective wiki pages accordingly when the patches have been committed.

Environment:
<pre>
Environment:
  Redmine version                3.3.3.devel@r16676
  Ruby version                   2.3.3-p222 (2016-11-21) [x86_64-linux]
  Rails version                  4.2.8
  Environment                    production
  Database adapter               Mysql2
SCM:
  Subversion                     1.8.8
  Git                            1.9.1
  Filesystem                     
Redmine plugins:
  no plugin installed
</pre>"
26214,Redmine,Defect,NA,Closed,Normal,How to Stop empty value records into custom_values table,suryan suryan,NA,2017-06-21T13:10:00Z,NA,NA,NA,NA,NA,0,2017-06-20T10:02:00Z,2017-06-21T13:10:00Z,NA,Invalid,NA,NA
26216,Redmine,Defect,NA,Closed,Normal,translation missing: en.label_x_open_issues_abbr_on_total,Uro? Malen?ek,NA,2017-06-20T18:52:00Z,NA,NA,NA,NA,NA,0,2017-06-20T18:22:00Z,2017-06-20T18:52:00Z,NA,Invalid,3.3.3,"On the Project overview page there is an 'Issue tracking' block that should display total count of the issues.

Expected (gues) info is:
  bugs: 4 open / 123
Actual:
  bugs: translation missing: en.label_x_open_issues_abbr_on_total

I am not sure if this is Redmine core or some plugin related.

It could be raleted with this commit:
http://source.dussan.org/commit/?r=mirrors/redmine.git&h=5812a373826dbabdf4bbb2160f3af1c7c4ad27dd"
